,City_State_x,gender,Moyenne_par_sexe,Moyenne_salaire
105,"FortSmith, AROK",M,36.18205362960764,49796.07676793647
106,"FortWayne, IN",M,34.34275545592152,60270.648935956284
107,"Fresno, CA",M,31.841552348912792,56642.78070171702
108,"Gadsden, AL",M,37.54092130136305,47019.07123064663
109,"Gainesville, FL",M,35.70716838976013,55939.88329999228
110,"Gainesville, GA",M,35.328340791605584,59415.773528404556
111,"Gettysburg, PA",M,39.83802857863001,61493.280341930134
112,"Goldsboro, NC",M,35.215402583366746,55066.22232372345
113,"GrandIsland, NE",M,34.90427593334194,57724.99333868164
114,"GrandJunction, CO",M,38.29882747497504,57474.231411776775
115,"Kentwood, MI",M,34.98293904214307,63533.11015187847
116,"GrantsPass, OR",M,41.673770340236686,60143.78247185237
117,"GreatFalls, MT",M,35.868726194493995,59312.4823802541
118,"CedarFalls, IA",M,35.868726194493995,59112.8067676655
119,"Greeley, CO",M,33.453006735643356,62213.14552502113
120,"HighPoint, NC",M,36.462967466746484,57388.34249711131
121,"Greenville, NC",M,33.473018539332784,58980.25247158826
122,"Anderson, SC",M,36.31336813312555,56237.98881505352
123,"Biloxi, MS",M,36.25641512465131,49109.46478905147
124,"Hammond, LA",M,34.38727129049906,52015.89003101476
125,"Carlisle, PA",M,37.27660604665179,66749.64767690015
126,"Harrisonburg, VA",M,35.52548554618317,52130.37115119795
127,"Hattiesburg, MS",M,34.43260657102523,49290.169161388476
128,"Morganton, NC",M,38.94075361619529,53500.67668234295
129,"Bluffton, SC",M,42.05002382086708,73136.12142216568
130,"Hinesville, GA",M,29.37538417554142,45132.162338218564
131,"HotSprings, AR",M,40.42525709584533,51839.872129426265
132,"Thibodaux, LA",M,35.65129589632829,54737.396269201
133,"Huntsville, AL",M,36.44020857753015,63766.11603199913
134,"Anderson, IN",M,34.443633886360075,72629.33782467473
135,"Ithaca, NY",M,35.515861536978115,56693.5619288542
136,"Jackson, MI",M,37.93679112106314,52202.14906946506
137,"Jackson, MS",M,35.07357653917499,57491.52844101612
138,"Jackson, TN",M,36.274415167540354,53914.354129908446
139,"Jacksonville, NC",M,28.313692172291496,55414.04426712773
140,"Beloit, WI",M,36.79346187318436,58211.34895179144
141,"JeffersonCity, MO",M,36.92733371322006,56371.44034713645
142,"JohnsonCity, TN",M,39.51202973774586,53256.00752063864
143,"Johnstown, PA",M,40.343026615969585,54542.65709614013
144,"Jonesboro, AR",M,33.5019608439229,49218.13315467661
145,"Joplin, MO",M,35.36355375289516,48863.00848591567
146,"Lahaina, HI",M,38.82410371709964,64506.669126949775
147,"Portage, MI",M,34.63466155333146,64603.34750109328
148,"Richland, WA",M,32.877862936705625,57298.81090767146
149,"Temple, TX",M,31.358610126363377,52626.55110722893
150,"Kingston, NY",M,40.5683859941277,66744.31363122577
151,"Kokomo, IN",M,37.271402281928594,51962.573388089295
152,"Onalaska, WIMN",M,37.03288773561526,64463.24465956138
153,"Lafayette, LA",M,34.923490173637504,57699.36668674218
154,"LakeCharles, LA",M,35.07564297979896,56369.69756233496
155,"Kingman, AZ",M,45.72641671566189,45471.03046163939
156,"Lancaster, PA",M,36.6403212156959,67916.98883930403
157,"EastLansing, MI",M,36.092797841193956,55540.8878418193
158,"Laredo, TX",M,28.842663111030756,45055.78319684941
159,"LasCruces, NM",M,34.11844789884443,49703.01022473516
160,"Lawrence, KS",M,33.56554426803014,56994.952946385725
161,"Lawton, OK",M,33.17110788845584,52476.367261956126
162,"Lewiston, IDWA",M,39.45768809635539,58014.55835230229
163,"Auburn, ME",M,37.83926741803279,54925.39262079556
164,"Lima, OH",M,36.15204089536054,55395.541685300865
165,"Lincoln, NE",M,34.098671265538556,62620.567026665034
166,"Conway, AR",M,35.324739147662235,58768.45713163125
167,"Logan, UTID",M,28.678289447841514,51660.7909374974
168,"Longview, TX",M,35.468065274550995,53855.59561850214
169,"Longview, WA",M,37.97547718140069,60112.17067982021
170,"Lubbock, TX",M,32.10925989244972,56310.316252073004
171,"Lynchburg, VA",M,37.89046546487628,52353.652674669465
172,"Madison, WI",M,35.85947348906192,76139.809155106
173,"Nashua, NH",M,37.901581838016774,79148.69134898433
174,"Manhattan, KS",M,29.812215799061867,56143.21625009315
175,"Mankato, MN",M,34.492302985103166,58944.072336440266
176,"Mansfield, OH",M,37.4815428374957,50976.756968731424
177,"Mission, TX",M,29.379636857679067,38071.963774350115
178,"Medford, OR",M,39.393535775979636,62743.11854239865
179,"Memphis, TNMSAR",M,34.14344863616882,62608.51485184684
180,"Merced, CA",M,30.942260611228786,51248.263839646155
181,"PompanoBeach, FL",M,38.474241525774566,81186.27154544876
182,"Midland, MI",M,38.13547889766814,68416.34625070223
183,"Midland, TX",M,30.473350917483344,138020.16695726992
184,"Waukesha, WI",M,36.03756337249032,72651.71434558708
185,"Bloomington, MNWI",M,35.51618485026998,79256.93797642362
186,"Missoula, MT",M,36.711026426146574,68150.59787076993
187,"Mobile, AL",M,35.806898001280665,51364.68806377699
188,"Modesto, CA",M,32.82829168281613,57701.761731520666
189,"Monroe, LA",M,35.132782725609324,51816.79388390095
190,"Montgomery, AL",M,35.2572991809285,54586.04523175513
191,"Morgantown, WV",M,35.972903012612214,54934.58416162118
192,"Morristown, TN",M,38.59298058877903,48828.64848420898
193,"Anacortes, WA",M,38.854851089960086,70648.81618282956
194,"Muncie, IN",M,36.19664574887544,50119.75610057454
195,"Muskegon, MI",M,36.8775593729039,51478.66620870328
196,"Napa, CA",M,39.20925126253385,99811.93116079342
197,"Franklin, TN",M,34.90663574846297,77323.5075559289
198,"Milford, CT",M,37.62841566623566,71458.7559127738
199,"Metairie, LA",M,36.694244781248564,67807.44906272112
200,"Niles, MI",M,38.613404520282984,65830.29766475399
201,"Bradenton, FL",M,46.21069913442336,76716.25087669872
202,"Brent, FL",M,46.21069913442336,58107.782966281775
203,"Ocala, FL",M,42.68256764449982,49932.66785706707
204,"Odessa, TX",M,29.69264657693848,58936.290768314306
205,"Clearfield, UT",M,31.033404265986306,57542.11530439949
206,"OklahomaCity, OK",M,34.18653381261693,63039.91023907897
207,"Tumwater, WA",M,36.99341181920996,67387.8598812834
208,"CouncilBluffs, NEIA",M,35.65702834239909,70630.8928736595
209,"Sanford, FL",M,36.027646621405125,58615.32093013085
210,"Neenah, WI",M,37.012428924243295,60738.93565191792
211,"Owensboro, KY",M,35.95608956123029,55020.199929479924
212,"Ventura, CA",M,36.64611877607256,80889.88899212854
213,"Titusville, FL",M,41.75416998401095,61219.8425420339
214,"PanamaCity, FL",M,38.42971280017033,59505.31646156848
215,"Chandler, AZ",M,35.67011632678441,64262.95582094657
216,"Pittsburgh, PA",M,39.39462962418778,72553.90062418058
217,"Pittsfield, MA",M,42.40731582809559,71867.4786038051
218,"Pocatello, ID",M,33.80421280043208,49852.21449871741
219,"Hillsboro, ORWA",M,36.74025450502691,75377.12014052035
220,"Middletown, NY",M,36.18877668217898,68755.13711449433
221,"Warwick, RIMA",M,37.80476975028079,71302.248263219
222,"Orem, UT",M,26.719109694699192,55687.67147885324
223,"Racine, WI",M,36.909594696276415,62688.713964881055
224,"Cary, NC",M,34.53518586111115,73349.79332048428
225,"Reading, PA",M,36.998385317655895,63928.14324193319
226,"Redding, CA",M,38.30720682681837,60647.939422476134
227,"Reno, NV",M,37.23959162813915,78658.13830335278
228,"Richmond, VA",M,36.37994242305818,72765.72864757577
229,"Ontario, CA",M,33.713307243640045,55503.31458721505
230,"Roanoke, VA",M,39.01728963406659,59603.97398248338
231,"Rochester, MN",M,36.134430348170056,69561.91124422975
232,"Rochester, NY",M,37.99134983962339,64606.784985146944
233,"Rockford, IL",M,36.60151570048309,56439.48759605146
234,"Rome, GA",M,35.85416191798421,49484.75004215763
235,"Folsom, CA",M,35.822893948315674,72811.04858279492
236,"Saginaw, MI",M,37.56784640096593,54415.45720768802
237,"StGeorge, UT",M,36.880182447310474,51982.612126946704
238,"StJoseph, MOKS",M,37.161101552059954,51234.201593299054
239,"Topeka, KS",M,37.161101552059954,59219.540854986226
240,"Salem, OR",M,35.36762831971985,58369.57972929424
241,"Salinas, CA",M,33.95572765119298,69762.51783404288
242,"Salisbury, MDDE",M,41.30826282852368,61543.584507186926
243,"SanAngelo, TX",M,34.29083841040132,66316.12759448764
244,"NewBraunfels, TX",M,33.61989724507298,59152.033429616844
245,"Carlsbad, CA",M,35.424818103956724,79932.03908657796
246,"Berkeley, CA",M,37.79843461154121,136386.74674294298
247,"PasoRobles, CA",M,38.75615926165308,73285.31138540305
248,"Watsonville, CA",M,37.55153228474332,94338.4392954811
249,"SantaFe, NM",M,42.74896994347895,76804.18187464988
250,"SantaBarbara, CA",M,34.63552481358593,81500.18244891403
251,"Petaluma, CA",M,39.48332454135162,89416.22793706281
252,"Savannah, GA",M,34.82706898974287,59198.899862105434
253,"Bellevue, WA",M,35.7364205602404,98269.41556143555
254,"Sheboygan, WI",M,38.115948563794255,64268.17380961357
255,"BossierCity, LA",M,35.47514285866445,61041.82605292259
256,"Douglas, AZ",M,35.45915953374339,54260.24796823872
257,"SiouxCity, IANESD",M,33.90492639485429,66024.83249408063
258,"SiouxFalls, SD",M,33.90492639485429,78765.8103712325
259,"Mishawaka, INMI",M,35.90562204931754,61919.75891247453
260,"Spartanburg, SC",M,35.66780646576946,55884.369441037095
261,"SpokaneValley, WA",M,36.66754556029469,58711.52473865063
262,"Springfield, IL",M,37.3218893133588,63163.7833664207
263,"Springfield, MA",M,37.574093134403164,68042.49903465058
264,"Springfield, MO",M,35.54982491667722,53708.64151528085
265,"Springfield, OH",M,35.54982491667722,52897.449432555804
266,"Staunton, VA",M,39.53246607243234,57319.49456449554
267,"Stockton, CA",M,32.85919827516562,63649.86354298242
268,"Sumter, SC",M,36.11419311646024,51462.3496489604
269,"Syracuse, NY",M,37.5499782999566,64193.22863740403
270,"Tallahassee, FL",M,35.198935684145454,57817.08947335219
271,"Clearwater, FL",M,39.11970084961913,64410.54797761013
272,"TheVillages, FL",M,58.17779355010425,70854.39295750194
273,"Toledo, OH",M,36.37661556196696,60091.02342626703
274,"Princeton, NJ",M,36.26755990127407,85985.34049953647
275,"Tucson, AZ",M,37.71673451813922,58403.48991660937
276,"Tulsa, OK",M,35.059326909958735,66132.80378272844
277,"Tyler, TX",M,35.10291790564627,66633.62053996712
278,"Valdosta, GA",M,32.71087067667095,47067.597613865786
279,"Vallejo, CA",M,36.39875579086698,72093.24034534924
280,"Victoria, TX",M,35.06894197952219,64331.83877653547
281,"NewportNews, VANC",M,35.118005752981226,62577.21035832671
282,"Visalia, CA",M,30.689624897570113,52862.20345749032
283,"Waco, TX",M,33.488903318061105,54285.03034188977
284,"WallaWalla, WA",M,36.786050278807515,59187.040696444325
285,"Steubenville, WVOH",M,34.01650521959936,53614.01766678681
286,"Wheeling, WVOH",M,39.838370432348995,55848.2868633937
287,"Wichita, KS",M,34.75073662140451,62116.077138605695
288,"Williamsport, PA",M,38.41092339322428,55694.411433117944
289,"Wilmington, NC",M,38.12265316556367,61651.648658856866
290,"Winchester, VAWV",M,37.908592623119716,62288.411485606564
291,"Worcester, MACT",M,37.423969971168866,71167.24719163994
292,"Yakima, WA",M,32.1952974711641,56040.277883786905
293,"Hanover, PA",M,37.60070676020073,63796.4375303649
294,"Boardman, OHPA",M,39.302733177624575,53953.16621278748
295,"Yuma, AZ",M,35.33792132999096,48631.651615894145
296,"Akron, OH",F,39.816188663022785,52874.78597659567
297,"Albany, GA",F,37.63952649612283,41182.03131446493
298,"Lebanon, OR",F,38.987384214958276,47353.28898510029
299,"Troy, NY",F,40.08556573344246,60979.92910846032
300,"Albuquerque, NM",F,38.92378595718196,46990.24199590859
301,"Alexandria, LA",F,37.85789522313591,46484.2750572122
302,"Alexandria, DCVAMDWV",F,37.85789522313591,72614.946048823
303,"Easton, PANJ",F,40.05901716596819,56294.98407969238
304,"Amarillo, TX",F,35.585594341809156,50472.8247770915
305,"Ames, IA",F,35.85009164919002,44111.85966009535
306,"Anchorage, AK",F,34.817706397389834,60072.12128548237
307,"AnnArbor, MI",F,36.87541091210382,61726.66838654352
308,"Oxford, AL",F,39.45767580114557,38404.773985878746
309,"Appleton, WI",F,37.9495181995182,52332.07557780667
310,"Asheville, NC",F,43.013903966768126,49407.723928278385
311,"Alpharetta, GA",F,36.2665125612261,56949.92828958819
312,"Hammonton, NJ",F,40.52523996618093,52493.66338386927
313,"Opelika, AL",F,35.505463780869526,40469.206261665095
314,"Georgetown, TX",F,35.21129652059348,64043.85552850101
315,"Bakersfield, CA",F,32.35161588263778,41159.55900706925
316,"Towson, MD",F,38.61853801149618,63509.427706510534
317,"Bangor, ME",F,41.32936414675545,45347.21218564625
318,"BatonRouge, LA",F,36.584713808042856,50755.202835811935
319,"BattleCreek, MI",F,39.037255364300876,42979.916616652496
320,"BayCity, MI",F,41.97444574768781,45305.35853199057
321,"Beckley, WV",F,41.3050386079778,41412.63095652861
322,"Bellingham, WA",F,38.8146445546959,52251.99053669271
323,"Bend, OR",F,41.020384289182,60848.87756245651
324,"Billings, MT",F,38.74115117256943,53637.662806682274
325,"Binghamton, NY",F,40.46534412955466,46100.69283971714
326,"Hoover, AL",F,38.329660028728014,53277.32217068339
327,"Bismarck, ND",F,37.72821828988248,57546.175498923934
328,"Christiansburg, VA",F,37.93242296488403,40263.075304217535
329,"Bloomington, IL",F,35.5858465759689,52667.14167909607
330,"Bloomington, IN",F,36.4988741525214,46618.88686929271
331,"Berwick, PA",F,41.2831465567784,48108.9887300753
332,"Brunswick, GA",F,41.2831465567784,46386.20159308692
333,"Newton, MANH",F,39.23688338191488,83066.33770248303
334,"Boulder, CO",F,38.36422219358165,80369.82449435374
335,"BowlingGreen, KY",F,36.040777964904656,38902.38927603707
336,"PortOrchard, WA",F,40.11270504070881,60770.47462383421
337,"Norwalk, CT",F,39.07329918903895,114635.41336559967
338,"Harlingen, TX",F,33.813030673819085,34058.09448600334
339,"Cheektowaga, NY",F,40.41603677925887,51138.86906741154
340,"Burlington, NC",F,38.65683310059705,43417.45700464888
341,"Massillon, OH",F,40.597268855046394,46925.90410013753
342,"FortMyers, FL",F,45.399907502312445,56563.35690780962
343,"CapeGirardeau, MOIL",F,38.404826812059014,43603.36072268568
344,"Marion, IL",F,39.14646087208504,43738.58198244609
345,"CarsonCity, NV",F,41.01902003210721,54126.35858249672
346,"Casper, WY",F,37.299355594610425,62938.87594000225
347,"CedarRapids, IA",F,38.35780394086531,53061.478342406976
348,"Urbana, IL",F,35.543251821717554,49717.41260641616
349,"Charleston, WV",F,41.5509954834547,46474.1110056751
350,"Gastonia, NCSC",F,37.073126348697954,55870.80907192988
351,"Charlottesville, VA",F,39.68406964656965,69474.88516656104
352,"Chattanooga, TNGA",F,39.79588328525801,48534.200327911094
353,"Cheyenne, WY",F,37.74156307295549,52583.44577537119
354,"Elgin, ILINWI",F,37.87992674173352,64751.347759403725
355,"Chico, CA",F,38.11466878025955,49146.27959035967
356,"Cincinnati, OHKYIN",F,37.62836506894288,56753.36485825664
357,"Clarksville, TNKY",F,33.19084506607576,42618.80682963356
358,"Cleveland, TN",F,39.382831371349944,40869.885143755695
359,"Elyria, OH",F,40.492033004649834,55789.58753198484
360,"Bryan, TX",F,33.04531534788993,42914.326204232086
361,"ColoradoSprings, CO",F,36.00248359812611,52662.797084723345
362,"Columbia, MO",F,35.57133422006146,48234.570029575516
363,"Columbus, GAAL",F,36.947107428033,42570.32641551127
364,"Columbus, IN",F,37.30378786023849,54850.75068992462
365,"Columbus, OH",F,36.3312539730798,53815.45575318473
366,"Corvallis, OR",F,37.83964789026889,48633.288215366
367,"Destin, FL",F,38.735584769127136,57961.957412944284
368,"Arlington, TX",F,34.69323875761496,59990.91248729981
369,"Dalton, GA",F,36.32831186269984,40120.41857690883
370,"Foley, AL",F,41.179357380037764,49222.93239994075
371,"Kettering, OH",F,39.13835699714304,50025.71112147708
372,"Decatur, AL",F,39.34120004032055,41843.5663885707
373,"Decatur, IL",F,40.10853543899229,50984.45122157079
374,"OrmondBeach, FL",F,44.54948879517831,48208.49877356299
375,"Lakewood, CO",F,36.85365888386549,70129.43631113005
376,"Dothan, AL",F,40.09475361764518,44470.56340496263
377,"Dover, DE",F,38.401491988442345,45447.53859535116
378,"Dubuque, IA",F,38.768779271945164,51035.40521637655
379,"Duluth, MNWI",F,40.47442389242272,48188.940230710105
380,"ChapelHill, NC",F,38.648597458077155,57128.082055062136
381,"EauClaire, WI",F,37.96947762942141,49152.98273806085
382,"ElCentro, CA",F,33.54520749005263,42664.43964498323
383,"FortKnox, KY",F,37.219655106096546,44895.29845217606
384,"Goshen, IN",F,35.41984255904036,49428.39677531415
385,"Elmira, NY",F,40.56037880972983,47032.43980683827
386,"ElPaso, TX",F,34.36683291827602,39582.72541950174
387,"Enid, OK",F,36.61768827190667,43840.844956715155
388,"Erie, PA",F,39.701547089680886,47393.98277338037
389,"Springfield, OR",F,40.45592021254686,49594.22390878579
390,"Evansville, INKY",F,39.00538505319382,50972.20555078307
391,"Fairbanks, AK",F,33.43017791970803,58165.879610688295
392,"Fargo, NDMN",F,34.33459993747144,55639.69415609447
393,"Farmington, NM",F,36.46911073633193,37517.46089742243
394,"Fayetteville, NC",F,34.64024713017438,40934.68783021753
395,"Rogers, AR",F,34.82279255490436,63378.45592555061
396,"Flagstaff, AZ",F,34.77654469106179,51171.964517591754
397,"Flint, MI",F,39.42742678828613,44502.905902084516
398,"Florence, SC",F,38.98091823863582,45520.88570721011
399,"MuscleShoals, AL",F,36.705358687503605,40200.03906101819
400,"Tuscaloosa, AL",F,36.705358687503605,39079.79136338687
401,"FortSmith, AROK",F,38.08609724682016,40583.80256586822
402,"FortWayne, IN",F,36.32665185696818,49120.578882804366
403,"Fresno, CA",F,33.35475381398223,46163.866271899366
404,"Gadsden, AL",F,40.23949571890298,38320.543052977
405,"Gainesville, FL",F,37.406687473659034,45591.004889493706
406,"Gainesville, GA",F,37.057522593339186,48423.85542564971
407,"Gettysburg, PA",F,41.594614652711705,50117.02347867306
408,"Goldsboro, NC",F,37.81832245913769,44878.97119383461
409,"GrandIsland, NE",F,36.500400320256205,47045.869571025534
410,"GrandJunction, CO",F,40.091588501887315,46841.49860059807
411,"Kentwood, MI",F,36.57926712871868,51779.48477378095
412,"GrantsPass, OR",F,43.98132292267424,49017.182714559676
413,"GreatFalls, MT",F,37.53116748396831,48339.673139907085
414,"CedarFalls, IA",F,37.53116748396831,48176.937515647376
415,"Greeley, CO",F,34.30703128737502,50703.71360289222
416,"HighPoint, NC",F,38.469609095649126,46771.499135145714
417,"Greenville, NC",F,35.7704317698397,48068.90576434443
418,"Anderson, SC",F,38.40220848661401,45833.960884268614
419,"Biloxi, MS",F,38.23795193469664,40024.21380307694
420,"Hammond, LA",F,36.161482719375336,42392.950375277025
421,"Carlisle, PA",F,39.46407923765982,54400.962856673614
422,"Harrisonburg, VA",F,36.59956935171537,42486.252488226324
423,"Hattiesburg, MS",F,36.286510936928345,40171.48786653161
424,"Morganton, NC",F,41.06448738774468,43603.0514961095
425,"Bluffton, SC",F,44.55196415288158,59605.93895906503
426,"Hinesville, GA",F,31.424553680606504,36782.71230564813
427,"HotSprings, AR",F,43.01941597369948,42249.4957854824
428,"Thibodaux, LA",F,37.39805657773689,44610.97795939881
429,"Huntsville, AL",F,38.22826995568033,51969.38456607929
430,"Anderson, IN",F,36.43399648213294,59192.9103271099
431,"Ithaca, NY",F,37.23715459508132,46205.25297201617
432,"Jackson, MI",F,39.81774056858163,42544.75149161402
433,"Jackson, MS",F,37.63187551984535,46855.59567942813
434,"Jackson, TN",F,38.62254095314938,43940.19861587538
435,"Jacksonville, NC",F,31.87703635627619,45162.44607770909
436,"Beloit, WI",F,38.79242252228315,47442.24939571002
437,"JeffersonCity, MO",F,38.65607565655191,45942.7238829162
438,"JohnsonCity, TN",F,41.182482097525856,43403.646129320485
439,"Johnstown, PA",F,42.80878389568936,44452.265533354206
440,"Jonesboro, AR",F,36.0615284411637,40112.77852106143
441,"Joplin, MO",F,37.57455798231929,39823.35191602127
442,"Lahaina, HI",F,40.20418047412694,52572.93533846406
443,"Portage, MI",F,36.62298970003614,52651.72821339102
444,"Richland, WA",F,33.884493451882705,46698.53088975224
445,"Temple, TX",F,33.44388027792624,42890.63915239157
446,"Kingston, NY",F,42.326293973275156,54396.615609449
447,"Kokomo, IN",F,39.672528649958075,42349.49731129277
448,"Onalaska, WIMN",F,38.35247967825077,52537.54439754252
449,"Lafayette, LA",F,36.79292051288329,47024.98384969487
450,"LakeCharles, LA",F,37.01790935672515,45941.303513302984
451,"Kingman, AZ",F,46.81336046370535,37058.8898262361
452,"Lancaster, PA",F,38.746060586627905,55352.34590403278
453,"EastLansing, MI",F,37.874963531333876,45265.82359108273
454,"Laredo, TX",F,30.726497433393984,36720.46330543226
455,"LasCruces, NM",F,35.80361105417472,40507.95333315915
456,"Lawrence, KS",F,35.266079089255015,46450.88665130436
457,"Lawton, OK",F,35.20314614067976,42768.23931849424
458,"Lewiston, IDWA",F,41.01638995317156,47281.865057126364
459,"Auburn, ME",F,39.5410798538437,44764.19498594838
460,"Lima, OH",F,38.69521848638708,45147.366473520204
461,"Lincoln, NE",F,35.76543370284843,51035.762126732
462,"Conway, AR",F,37.4980181258903,47896.292562279465
463,"Logan, UTID",F,29.348157442874125,42103.544614060374
464,"Longview, TX",F,37.466170735430865,43892.31042907924
465,"Longview, WA",F,39.29544639655791,48991.419104053464
