,City_x_x,2019,2020,2021,State/Province_x,City_State_x,Matched_Index,Count,City_y,State/Province_y,Longitude,Latitude,City_State_y,City_State,matches,SUMLEV,CBSA,City,State,LSAD,DATE,POPESTIMATE,POPEST_MALE,POPEST_FEMALE,UNDER5_TOTAL,UNDER5_MALE,UNDER5_FEMALE,AGE513_TOTAL,AGE513_MALE,AGE513_FEMALE,AGE1417_TOTAL,AGE1417_MALE,AGE1417_FEMALE,AGE1824_TOTAL,AGE1824_MALE,AGE1824_FEMALE,AGE16PLUS_TOTAL,AGE16PLUS_MALE,AGE16PLUS_FEMALE,AGE18PLUS_TOTAL,AGE18PLUS_MALE,AGE18PLUS_FEMALE,AGE1544_TOTAL,AGE1544_MALE,AGE1544_FEMALE,AGE2544_TOTAL,AGE2544_MALE,AGE2544_FEMALE,AGE4564_TOTAL,AGE4564_MALE,AGE4564_FEMALE,AGE65PLUS_TOTAL,AGE65PLUS_MALE,AGE65PLUS_FEMALE,AGE04_TOTAL,AGE04_MALE,AGE04_FEMALE,AGE59_TOTAL,AGE59_MALE,AGE59_FEMALE,AGE1014_TOTAL,AGE1014_MALE,AGE1014_FEMALE,AGE1519_TOTAL,AGE1519_MALE,AGE1519_FEMALE,AGE2024_TOTAL,AGE2024_MALE,AGE2024_FEMALE,AGE2529_TOTAL,AGE2529_MALE,AGE2529_FEMALE,AGE3034_TOTAL,AGE3034_MALE,AGE3034_FEMALE,AGE3539_TOTAL,AGE3539_MALE,AGE3539_FEMALE,AGE4044_TOTAL,AGE4044_MALE,AGE4044_FEMALE,AGE4549_TOTAL,AGE4549_MALE,AGE4549_FEMALE,AGE5054_TOTAL,AGE5054_MALE,AGE5054_FEMALE,AGE5559_TOTAL,AGE5559_MALE,AGE5559_FEMALE,AGE6064_TOTAL,AGE6064_MALE,AGE6064_FEMALE,AGE6569_TOTAL,AGE6569_MALE,AGE6569_FEMALE,AGE7074_TOTAL,AGE7074_MALE,AGE7074_FEMALE,AGE7579_TOTAL,AGE7579_MALE,AGE7579_FEMALE,AGE8084_TOTAL,AGE8084_MALE,AGE8084_FEMALE,AGE85PLUS_TOTAL,AGE85PLUS_MALE,AGE85PLUS_FEMALE,MEDIAN_AGE_TOTAL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,City_x_y,State_x,nb_personne_starbucks,smh,smf,age_homme,age_femme
66,Columbia,48068,50767.0,53583.0,MO,"Columbia, MO",649,8,Columbia, MO,-92.36,38.95,"Columbia,  MO","Columbia,  MO","Columbia, Columbia",310.0,17860.0,Columbia,MO,Metropolitan Statistical Area,3.0,213123.0,104108.0,109015.0,11801.0,5998.0,5803.0,22216.0,11458.0,10758.0,10186.0,5238.0,4948.0,36114.0,17109.0,19005.0,173993.0,83996.0,89997.0,168920.0,81414.0,87506.0,100769.0,49318.0,51451.0,57048.0,28323.0,28725.0,45531.0,22315.0,23216.0,30227.0,13667.0,16560.0,11801.0,5998.0,5803.0,12320.0,6355.0,5965.0,12475.0,6455.0,6020.0,17296.0,8306.0,8990.0,26425.0,12689.0,13736.0,15795.0,7842.0,7953.0,14799.0,7318.0,7481.0,13717.0,6859.0,6858.0,12737.0,6304.0,6433.0,10958.0,5464.0,5494.0,11087.0,5477.0,5610.0,11591.0,5676.0,5915.0,11895.0,5698.0,6197.0,10420.0,4860.0,5560.0,8519.0,4086.0,4433.0,4869.0,2201.0,2668.0,3162.0,1345.0,1817.0,3257.0,1175.0,2082.0,33.4,32.9,33.9,Columbia,MO,26640.375,59183.52150868162,48234.570029575516,34.05260882929266,35.57133422006146
67,Columbus,40594,43539.0,47349.0,GAAL,"Columbus, GAAL",652,4,Columbus, GA,-84.95,32.54,"Columbus,  GA","Columbus,  GA","Columbus, Columbus",310.0,17980.0,Columbus,GA,Metropolitan Statistical Area,3.0,327536.0,161974.0,165562.0,21352.0,10925.0,10427.0,39895.0,20408.0,19487.0,16941.0,8712.0,8229.0,30973.0,17296.0,13677.0,257597.0,126185.0,131412.0,249348.0,121929.0,127419.0,135857.0,70345.0,65512.0,92425.0,46643.0,45782.0,76774.0,36902.0,39872.0,49176.0,21088.0,28088.0,21352.0,10925.0,10427.0,22101.0,11213.0,10888.0,22276.0,11501.0,10775.0,20728.0,11132.0,9596.0,22704.0,12570.0,10134.0,25416.0,13353.0,12063.0,24881.0,12601.0,12280.0,22289.0,11056.0,11233.0,19839.0,9633.0,10206.0,18388.0,8842.0,9546.0,18628.0,9041.0,9587.0,20144.0,9610.0,10534.0,19614.0,9409.0,10205.0,16920.0,7813.0,9107.0,13436.0,5949.0,7487.0,8656.0,3669.0,4987.0,5264.0,2048.0,3216.0,4900.0,1609.0,3291.0,35.9,34.0,37.9,Columbus,GA,81884.0,52233.52934418561,42570.32641551127,33.96416091471471,36.947107428033
68,Columbus,54102,57535.0,61136.0,IN,"Columbus, IN",653,4,Columbus, IN,-85.89,39.22,"Columbus,  IN","Columbus,  IN","Columbus, Columbus",310.0,18020.0,Columbus,IN,Metropolitan Statistical Area,3.0,82475.0,41634.0,40841.0,5146.0,2604.0,2542.0,10210.0,5267.0,4943.0,4572.0,2223.0,2349.0,6454.0,3309.0,3145.0,64844.0,32652.0,32192.0,62547.0,31540.0,31007.0,32170.0,16769.0,15401.0,22265.0,11799.0,10466.0,20162.0,10226.0,9936.0,13666.0,6206.0,7460.0,5146.0,2604.0,2542.0,5743.0,2999.0,2744.0,5588.0,2830.0,2758.0,5143.0,2498.0,2645.0,4762.0,2472.0,2290.0,5938.0,3219.0,2719.0,5732.0,3044.0,2688.0,5522.0,2912.0,2610.0,5073.0,2624.0,2449.0,5058.0,2585.0,2473.0,5108.0,2674.0,2434.0,5049.0,2544.0,2505.0,4947.0,2423.0,2524.0,4360.0,2087.0,2273.0,3727.0,1756.0,1971.0,2497.0,1114.0,1383.0,1620.0,712.0,908.0,1462.0,537.0,925.0,37.8,36.9,38.9,Columbus,IN,20618.75,67301.53458886457,54850.75068992462,35.67319978863429,37.30378786023849
69,Columbus,52627,56537.0,59867.0,OH,"Columbus, OH",656,45,Columbus, OH,-82.89,40.0,"Columbus,  OH","Columbus,  OH","Columbus, Columbus",310.0,18140.0,Columbus,OH,Metropolitan Statistical Area,3.0,2151017.0,1065587.0,1085430.0,134778.0,68913.0,65865.0,255123.0,130353.0,124770.0,113305.0,57820.0,55485.0,193088.0,97517.0,95571.0,1703727.0,837038.0,866689.0,1647811.0,808501.0,839310.0,907548.0,456490.0,451058.0,630109.0,315925.0,314184.0,524481.0,261336.0,263145.0,300133.0,133723.0,166410.0,134778.0,68913.0,65865.0,142147.0,72581.0,69566.0,141930.0,72544.0,69386.0,141399.0,72323.0,69076.0,136040.0,68242.0,67798.0,159452.0,79936.0,79516.0,169918.0,84885.0,85033.0,156517.0,78495.0,78022.0,144222.0,72609.0,71613.0,130988.0,65965.0,65023.0,135841.0,68699.0,67142.0,131111.0,65183.0,65928.0,126541.0,61489.0,65052.0,104586.0,49551.0,55035.0,84684.0,38711.0,45973.0,50549.0,22055.0,28494.0,31933.0,13194.0,18739.0,28381.0,10212.0,18169.0,36.5,35.8,37.3,Columbus,OH,47800.37777777778,66031.2340529874,53815.45575318473,34.59379853545511,36.3312539730798
70,Corvallis,47290,50628.0,54174.0,OR,"Corvallis, OR",701,6,Corvallis, OR,-123.26,44.56,"Corvallis,  OR","Corvallis,  OR",Corvallis,310.0,18700.0,Corvallis,OR,Metropolitan Statistical Area,3.0,96017.0,48191.0,47826.0,3626.0,1850.0,1776.0,7739.0,3984.0,3755.0,3943.0,1998.0,1945.0,21159.0,11025.0,10134.0,82697.0,41359.0,41338.0,80709.0,40359.0,40350.0,46935.0,24263.0,22672.0,22818.0,11734.0,11084.0,19870.0,9635.0,10235.0,16862.0,7965.0,8897.0,3626.0,1850.0,1776.0,4035.0,2087.0,1948.0,4689.0,2391.0,2298.0,8999.0,4502.0,4497.0,15118.0,8027.0,7091.0,7042.0,3759.0,3283.0,5603.0,2872.0,2731.0,5213.0,2628.0,2585.0,4960.0,2475.0,2485.0,4637.0,2284.0,2353.0,4830.0,2429.0,2401.0,4825.0,2322.0,2503.0,5578.0,2600.0,2978.0,5755.0,2750.0,3005.0,4902.0,2439.0,2463.0,2849.0,1333.0,1516.0,1728.0,788.0,940.0,1628.0,655.0,973.0,33.9,32.5,35.6,Corvallis,OR,16002.833333333334,59672.7462765227,48633.288215366,36.06634018800191,37.83964789026889
71,Destin,56856,60205.0,64660.0,FL,"Destin, FL",819,3,Destin, FL,-86.42,30.39,"Destin,  FL","Destin,  FL",Destin,310.0,18880.0,Destin,FL,Metropolitan Statistical Area,3.0,293324.0,149327.0,143997.0,17545.0,8955.0,8590.0,32784.0,16690.0,16094.0,14077.0,7235.0,6842.0,23663.0,13354.0,10309.0,235850.0,120006.0,115844.0,228918.0,116447.0,112471.0,114531.0,61276.0,53255.0,80351.0,42491.0,37860.0,73935.0,36651.0,37284.0,50969.0,23951.0,27018.0,17545.0,8955.0,8590.0,18251.0,9314.0,8937.0,18093.0,9180.0,8913.0,16094.0,8567.0,7527.0,18086.0,10218.0,7868.0,20443.0,11226.0,9217.0,21580.0,11363.0,10217.0,20224.0,10485.0,9739.0,18104.0,9417.0,8687.0,15718.0,7936.0,7782.0,16824.0,8342.0,8482.0,20201.0,9964.0,10237.0,21192.0,10409.0,10783.0,17600.0,8557.0,9043.0,14119.0,6922.0,7197.0,8993.0,4278.0,4715.0,5560.0,2357.0,3203.0,4697.0,1837.0,2860.0,39.1,37.7,40.5,Destin,FL,97774.66666666667,71118.96615085189,57961.957412944284,36.87700147997348,38.735584769127136
72,Arlington,60053,61824.0,66727.0,TX,"Arlington, TX",103,16,Arlington, TX,-97.11,32.67,"Arlington,  TX","Arlington,  TX","Arlington, Burlington",310.0,19100.0,Arlington,TX,Metropolitan Statistical Area,3.0,7759615.0,3838383.0,3921232.0,495281.0,253017.0,242264.0,1003258.0,512350.0,490908.0,470612.0,239860.0,230752.0,707450.0,354755.0,352695.0,6022721.0,2951146.0,3071575.0,5790464.0,2833156.0,2957308.0,3315246.0,1652894.0,1662352.0,2257480.0,1119905.0,1137575.0,1905034.0,947064.0,957970.0,920500.0,411432.0,509068.0,495281.0,253017.0,242264.0,541972.0,276802.0,265170.0,581582.0,297174.0,284408.0,554527.0,281760.0,272767.0,503239.0,251229.0,252010.0,562947.0,280544.0,282403.0,578070.0,285782.0,292288.0,572558.0,284526.0,288032.0,543905.0,269053.0,274852.0,510708.0,251871.0,258837.0,500744.0,250970.0,249774.0,471644.0,235870.0,235774.0,421938.0,208353.0,213585.0,327928.0,154457.0,173471.0,255868.0,116735.0,139133.0,159841.0,70987.0,88854.0,95139.0,39811.0,55328.0,81724.0,29442.0,52282.0,35.5,34.9,36.2,Arlington,TX,484975.9375,73608.48157950897,59990.91248729981,33.171010813668154,34.69323875761496
73,Dalton,38282,41636.0,44668.0,GA,"Dalton, GA",753,2,Dalton, GA,-84.96,34.8,"Dalton,  GA","Dalton,  GA","Dalton, Dayton",310.0,19140.0,Dalton,GA,Metropolitan Statistical Area,3.0,142799.0,71306.0,71493.0,8747.0,4526.0,4221.0,17855.0,9130.0,8725.0,9076.0,4624.0,4452.0,13252.0,6792.0,6460.0,111646.0,55333.0,56313.0,107121.0,53026.0,54095.0,56648.0,28814.0,27834.0,36601.0,18575.0,18026.0,36176.0,18113.0,18063.0,21092.0,9546.0,11546.0,8747.0,4526.0,4221.0,9408.0,4762.0,4646.0,10728.0,5545.0,5183.0,10533.0,5384.0,5149.0,9514.0,4855.0,4659.0,9281.0,4771.0,4510.0,9323.0,4775.0,4548.0,8995.0,4494.0,4501.0,9002.0,4535.0,4467.0,9015.0,4473.0,4542.0,9646.0,4876.0,4770.0,9284.0,4639.0,4645.0,8231.0,4125.0,4106.0,6768.0,3215.0,3553.0,5816.0,2724.0,3092.0,4036.0,1815.0,2221.0,2444.0,1064.0,1380.0,2028.0,728.0,1300.0,37.1,36.1,38.2,Dalton,GA,71399.5,49227.507456329855,40120.41857690883,34.60512439345918,36.32831186269984
74,Foley,48380,51348.0,54659.0,AL,"Foley, AL",1049,1,Foley, AL,-87.68,30.38,"Foley,  AL","Foley,  AL",Foley,310.0,19300.0,Foley,AL,Metropolitan Statistical Area,3.0,239294.0,116422.0,122872.0,12252.0,6341.0,5911.0,25902.0,13259.0,12643.0,12620.0,6402.0,6218.0,16740.0,8303.0,8437.0,194732.0,93560.0,101172.0,188520.0,90420.0,98100.0,81341.0,40057.0,41284.0,55189.0,26988.0,28201.0,65215.0,31215.0,34000.0,51376.0,23914.0,27462.0,12252.0,6341.0,5911.0,13858.0,7114.0,6744.0,15252.0,7781.0,7471.0,14318.0,7202.0,7116.0,11834.0,5867.0,5967.0,12497.0,6252.0,6245.0,13724.0,6624.0,7100.0,14112.0,6930.0,7182.0,14856.0,7182.0,7674.0,14503.0,7059.0,7444.0,15809.0,7674.0,8135.0,16931.0,8054.0,8877.0,17972.0,8428.0,9544.0,16849.0,7855.0,8994.0,14850.0,7039.0,7811.0,9717.0,4626.0,5091.0,5728.0,2619.0,3109.0,4232.0,1775.0,2457.0,44.0,42.8,45.0,Foley,AL,239294.0,60396.236073546934,49222.93239994075,39.39012385975159,41.179357380037764
75,Kettering,48913,52599.0,55572.0,OH,"Kettering, OH",1601,1,Kettering, OH,-84.12,39.7,"Kettering,  OH","Kettering,  OH",Kettering,310.0,19430.0,Kettering,OH,Metropolitan Statistical Area,3.0,813516.0,397339.0,416177.0,46910.0,23990.0,22920.0,90235.0,46211.0,44024.0,41393.0,21260.0,20133.0,76660.0,38608.0,38052.0,655659.0,316415.0,339244.0,634978.0,305878.0,329100.0,314953.0,157577.0,157376.0,207349.0,103126.0,104223.0,201662.0,98419.0,103243.0,149307.0,65725.0,83582.0,46910.0,23990.0,22920.0,49781.0,25442.0,24339.0,50903.0,26186.0,24717.0,53002.0,26986.0,26016.0,54602.0,27465.0,27137.0,54079.0,27146.0,26933.0,54648.0,27128.0,27520.0,51135.0,25456.0,25679.0,47487.0,23396.0,24091.0,44025.0,21588.0,22437.0,49527.0,24276.0,25251.0,53312.0,26174.0,27138.0,54798.0,26381.0,28417.0,47967.0,22557.0,25410.0,40989.0,18584.0,22405.0,26022.0,11603.0,14419.0,17254.0,7052.0,10202.0,17075.0,5929.0,11146.0,39.2,37.8,40.6,Kettering,OH,813516.0,61381.24063984918,50025.71112147708,36.703298694565596,39.13835699714304
76,Decatur,39731,42940.0,46533.0,AL,"Decatur, AL",783,2,Decatur, AL,-86.96,34.59,"Decatur,  AL","Decatur,  AL","Decatur, Decatur",310.0,19460.0,Decatur,AL,Metropolitan Statistical Area,3.0,156758.0,77394.0,79364.0,9150.0,4649.0,4501.0,18092.0,9258.0,8834.0,8608.0,4470.0,4138.0,12054.0,6245.0,5809.0,125201.0,61231.0,63970.0,120908.0,59017.0,61891.0,56381.0,28550.0,27831.0,37898.0,18966.0,18932.0,42336.0,21065.0,21271.0,28620.0,12741.0,15879.0,9150.0,4649.0,4501.0,9572.0,4907.0,4665.0,10699.0,5482.0,5217.0,9806.0,5123.0,4683.0,8677.0,4461.0,4216.0,9333.0,4660.0,4673.0,9557.0,4808.0,4749.0,9398.0,4650.0,4748.0,9610.0,4848.0,4762.0,9488.0,4821.0,4667.0,10592.0,5227.0,5365.0,11483.0,5720.0,5763.0,10773.0,5297.0,5476.0,9286.0,4362.0,4924.0,7852.0,3549.0,4303.0,5408.0,2403.0,3005.0,3500.0,1515.0,1985.0,2574.0,912.0,1662.0,41.1,40.0,42.4,Decatur,AL,78379.0,51341.79924978001,41843.5663885707,37.168656484998834,39.34120004032055
77,Decatur,47492,51804.0,56548.0,IL,"Decatur, IL",785,2,Decatur, IL,-88.96,39.89,"Decatur,  IL","Decatur,  IL","Decatur, Decatur",310.0,19500.0,Decatur,IL,Metropolitan Statistical Area,3.0,102432.0,49242.0,53190.0,6196.0,3179.0,3017.0,11489.0,5916.0,5573.0,5326.0,2690.0,2636.0,8821.0,4297.0,4524.0,82054.0,38776.0,43278.0,79421.0,37457.0,41964.0,36776.0,17712.0,19064.0,24006.0,11435.0,12571.0,25309.0,12303.0,13006.0,21285.0,9422.0,11863.0,6196.0,3179.0,3017.0,6296.0,3270.0,3026.0,6570.0,3356.0,3214.0,6603.0,3317.0,3286.0,6167.0,2960.0,3207.0,6033.0,2857.0,3176.0,6083.0,2920.0,3163.0,5822.0,2774.0,3048.0,6068.0,2884.0,3184.0,5814.0,2791.0,3023.0,5726.0,2847.0,2879.0,6594.0,3186.0,3408.0,7175.0,3479.0,3696.0,6697.0,3124.0,3573.0,5739.0,2692.0,3047.0,3632.0,1643.0,1989.0,2507.0,1077.0,1430.0,2710.0,886.0,1824.0,41.2,40.0,42.3,Decatur,IL,51216.0,62557.60886082306,50984.45122157079,37.7122781365501,40.10853543899229
78,OrmondBeach,47312,49310.0,53559.0,FL,"OrmondBeach, FL",2423,2,Ormond Beach, FL,-81.04,29.29,"Ormond Beach,  FL","Ormond Beach,  FL",Ormond Beach,310.0,19660.0,Ormond Beach,FL,Metropolitan Statistical Area,3.0,685344.0,335093.0,350251.0,29671.0,15107.0,14564.0,60658.0,30802.0,29856.0,28835.0,14851.0,13984.0,51028.0,26562.0,24466.0,580421.0,281710.0,298711.0,566180.0,274333.0,291847.0,222583.0,113191.0,109392.0,150088.0,75534.0,74554.0,186117.0,88998.0,97119.0,178947.0,83239.0,95708.0,29671.0,15107.0,14564.0,32765.0,16472.0,16293.0,35261.0,18086.0,17175.0,36310.0,19058.0,17252.0,36185.0,18599.0,17586.0,36914.0,18851.0,18063.0,39559.0,19880.0,19679.0,37236.0,18739.0,18497.0,36379.0,18064.0,18315.0,36884.0,18001.0,18883.0,43117.0,20997.0,22120.0,50335.0,23896.0,26439.0,55781.0,26104.0,29677.0,53911.0,25328.0,28583.0,50083.0,23820.0,26263.0,34134.0,16246.0,17888.0,21893.0,10034.0,11859.0,18926.0,7811.0,11115.0,48.1,46.4,49.7,Ormond Beach,FL,342672.0,59151.53223750061,48208.49877356299,42.51504806128448,44.54948879517831
79,Lakewood,68591,71728.0,78150.0,CO,"Lakewood, CO",1705,13,Lakewood, CO,-105.1,39.74,"Lakewood,  CO","Lakewood,  CO",Lakewood,310.0,19740.0,Lakewood,CO,Metropolitan Statistical Area,3.0,2972566.0,1497690.0,1474876.0,162577.0,83024.0,79553.0,321508.0,164623.0,156885.0,154232.0,78994.0,75238.0,237640.0,121317.0,116323.0,2411099.0,1210284.0,1200815.0,2334249.0,1171049.0,1163200.0,1313345.0,675766.0,637579.0,960449.0,495495.0,464954.0,727163.0,367823.0,359340.0,408997.0,186414.0,222583.0,162577.0,83024.0,79553.0,172809.0,88200.0,84609.0,187675.0,96463.0,91212.0,181325.0,93500.0,87825.0,171571.0,86771.0,84800.0,240798.0,122992.0,117806.0,260465.0,135014.0,125451.0,244060.0,126834.0,117226.0,215126.0,110655.0,104471.0,191493.0,98709.0,92784.0,187929.0,96423.0,91506.0,176636.0,88736.0,87900.0,171105.0,83955.0,87150.0,144227.0,68976.0,75251.0,116563.0,54661.0,61902.0,69113.0,31386.0,37727.0,41319.0,17501.0,23818.0,37775.0,13890.0,23885.0,37.2,36.6,37.8,Lakewood,CO,228658.92307692306,86048.38811181602,70129.43631113005,35.43914027602508,36.85365888386549
80,Dothan,42868,45839.0,49343.0,AL,"Dothan, AL",834,1,Dothan, AL,-85.45,31.27,"Dothan,  AL","Dothan,  AL",Dothan,310.0,20020.0,Dothan,AL,Metropolitan Statistical Area,3.0,151618.0,73183.0,78435.0,8873.0,4556.0,4317.0,16920.0,8737.0,8183.0,8166.0,4290.0,3876.0,11389.0,5731.0,5658.0,121686.0,57723.0,63963.0,117659.0,55600.0,62059.0,54536.0,26706.0,27830.0,37107.0,17784.0,19323.0,39552.0,19021.0,20531.0,29611.0,13064.0,16547.0,8873.0,4556.0,4317.0,9083.0,4740.0,4343.0,9963.0,5096.0,4867.0,9220.0,4856.0,4364.0,8209.0,4066.0,4143.0,9026.0,4429.0,4597.0,9435.0,4406.0,5029.0,9378.0,4461.0,4917.0,9268.0,4488.0,4780.0,9207.0,4383.0,4824.0,9771.0,4803.0,4968.0,10260.0,4957.0,5303.0,10314.0,4878.0,5436.0,9446.0,4414.0,5032.0,8206.0,3820.0,4386.0,5591.0,2492.0,3099.0,3431.0,1383.0,2048.0,2937.0,955.0,1982.0,41.4,40.0,42.8,Dothan,AL,151618.0,54565.108472346794,44470.56340496263,37.37656286295998,40.09475361764518
81,Dover,44490,46542.0,50432.0,DE,"Dover, DE",836,2,Dover, DE,-75.51,39.16,"Dover,  DE","Dover,  DE","Dover, Dover",310.0,20100.0,Dover,DE,Metropolitan Statistical Area,3.0,184149.0,88974.0,95175.0,10775.0,5556.0,5219.0,21574.0,11098.0,10476.0,9767.0,4853.0,4914.0,17749.0,8868.0,8881.0,146854.0,69848.0,77006.0,142033.0,67467.0,74566.0,71934.0,35400.0,36534.0,46865.0,22904.0,23961.0,44386.0,20928.0,23458.0,33033.0,14767.0,18266.0,10775.0,5556.0,5219.0,11851.0,6086.0,5765.0,12170.0,6237.0,5933.0,12624.0,6242.0,6382.0,12445.0,6254.0,6191.0,11904.0,6006.0,5898.0,12435.0,6127.0,6308.0,11728.0,5651.0,6077.0,10798.0,5120.0,5678.0,9774.0,4555.0,5219.0,10693.0,5136.0,5557.0,12065.0,5688.0,6377.0,11854.0,5549.0,6305.0,10515.0,4814.0,5701.0,9229.0,4229.0,5000.0,6433.0,2874.0,3559.0,3888.0,1678.0,2210.0,2968.0,1172.0,1796.0,38.3,36.7,39.8,Dover,DE,92074.5,55763.85103724069,45447.53859535116,36.04477712590195,38.401491988442345
82,Dubuque,50370,53684.0,56782.0,IA,"Dubuque, IA",847,3,Dubuque, IA,-90.74,42.52,"Dubuque,  IA","Dubuque,  IA",Dubuque,310.0,20220.0,Dubuque,IA,Metropolitan Statistical Area,3.0,98718.0,48969.0,49749.0,5891.0,2941.0,2950.0,11359.0,5794.0,5565.0,5142.0,2597.0,2545.0,9752.0,5013.0,4739.0,78897.0,38941.0,39956.0,76326.0,37637.0,38689.0,37830.0,19334.0,18496.0,24267.0,12391.0,11876.0,23864.0,12032.0,11832.0,18443.0,8201.0,10242.0,5891.0,2941.0,2950.0,6229.0,3173.0,3056.0,6461.0,3288.0,3173.0,6802.0,3473.0,3329.0,6761.0,3470.0,3291.0,6483.0,3351.0,3132.0,6117.0,3116.0,3001.0,6144.0,3142.0,3002.0,5523.0,2782.0,2741.0,4925.0,2492.0,2433.0,5754.0,2935.0,2819.0,6491.0,3252.0,3239.0,6694.0,3353.0,3341.0,6009.0,2929.0,3080.0,4825.0,2291.0,2534.0,2956.0,1303.0,1653.0,2286.0,920.0,1366.0,2367.0,758.0,1609.0,38.8,37.7,39.9,Dubuque,IA,32906.0,62620.129099848535,51035.40521637655,36.66041781535257,38.768779271945164
83,Duluth,47006,50062.0,53734.0,MNWI,"Duluth, MNWI",850,5,Duluth, MN,-92.17,46.81,"Duluth,  MN","Duluth,  MN",Duluth,310.0,20260.0,Duluth,MN,Metropolitan Statistical Area,3.0,290780.0,147404.0,143376.0,13926.0,7141.0,6785.0,28584.0,14734.0,13850.0,13862.0,7180.0,6682.0,31734.0,16159.0,15575.0,241293.0,121946.0,119347.0,234408.0,118349.0,116059.0,111204.0,57700.0,53504.0,69123.0,36158.0,32965.0,74129.0,37712.0,36417.0,59422.0,28320.0,31102.0,13926.0,7141.0,6785.0,15262.0,7883.0,7379.0,16837.0,8648.0,8189.0,19538.0,10017.0,9521.0,22543.0,11525.0,11018.0,16841.0,8722.0,8119.0,16783.0,8849.0,7934.0,17944.0,9370.0,8574.0,17555.0,9217.0,8338.0,15456.0,8082.0,7374.0,16897.0,8774.0,8123.0,19606.0,9796.0,9810.0,22170.0,11060.0,11110.0,20643.0,10480.0,10163.0,16213.0,8224.0,7989.0,9711.0,4657.0,5054.0,6311.0,2703.0,3608.0,6544.0,2256.0,4288.0,41.5,40.8,42.4,Duluth,MN,58156.0,59127.53402541117,48188.940230710105,38.97485821280291,40.47442389242272
84,ChapelHill,55548,58491.0,63375.0,NC,"ChapelHill, NC",527,7,Chapel Hill, NC,-79.05,35.9,"Chapel Hill,  NC","Chapel Hill,  NC",Chapel Hill,310.0,20500.0,Chapel Hill,NC,Metropolitan Statistical Area,3.0,654012.0,315056.0,338956.0,33678.0,17155.0,16523.0,64320.0,32674.0,31646.0,30455.0,15546.0,14909.0,73017.0,34829.0,38188.0,540636.0,257383.0,283253.0,525559.0,249681.0,275878.0,275150.0,134138.0,141012.0,179468.0,87757.0,91711.0,164023.0,79090.0,84933.0,109051.0,48005.0,61046.0,33678.0,17155.0,16523.0,34910.0,17650.0,17260.0,37200.0,19018.0,18182.0,46464.0,22842.0,23622.0,49218.0,23539.0,25679.0,46953.0,22658.0,24295.0,48385.0,23787.0,24598.0,42865.0,21073.0,21792.0,41265.0,20239.0,21026.0,39695.0,19407.0,20288.0,41768.0,20550.0,21218.0,41592.0,20010.0,21582.0,40968.0,19123.0,21845.0,36725.0,16770.0,19955.0,30881.0,13935.0,16946.0,19391.0,8679.0,10712.0,11447.0,4825.0,6622.0,10607.0,3796.0,6811.0,38.5,37.5,39.4,Chapel Hill,NC,93430.28571428571,70095.80620253024,57128.082055062136,36.71066096186075,38.648597458077155
85,EauClaire,48595,51626.0,54814.0,WI,"EauClaire, WI",893,3,Eau Claire, WI,-91.43,44.78,"Eau Claire,  WI","Eau Claire,  WI",Eau Claire,310.0,20740.0,Eau Claire,WI,Metropolitan Statistical Area,3.0,173317.0,87937.0,85380.0,9102.0,4643.0,4459.0,18145.0,9332.0,8813.0,8673.0,4532.0,4141.0,21585.0,10478.0,11107.0,141652.0,71643.0,70009.0,137397.0,69430.0,67967.0,72630.0,37602.0,35028.0,44604.0,23766.0,20838.0,41220.0,21185.0,20035.0,29988.0,14001.0,15987.0,9102.0,4643.0,4459.0,9843.0,4998.0,4845.0,10534.0,5508.0,5026.0,12182.0,6043.0,6139.0,15844.0,7793.0,8051.0,11340.0,6024.0,5316.0,11078.0,5892.0,5186.0,11621.0,6186.0,5435.0,10565.0,5664.0,4901.0,9040.0,4738.0,4302.0,10012.0,5174.0,4838.0,10901.0,5647.0,5254.0,11267.0,5626.0,5641.0,9953.0,4866.0,5087.0,8577.0,4168.0,4409.0,5170.0,2483.0,2687.0,3180.0,1388.0,1792.0,3108.0,1096.0,2012.0,37.9,37.5,38.4,Eau Claire,WI,57772.333333333336,60310.40826755932,49152.98273806085,36.70807509921876,37.96947762942141
